Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Phenomenal,,10,0%,1.3,1.9,3.7,2.9,8.2,362,64.90%,25.9,518,0.92,0.41,0.19,0.11,-882,-14,-792,20%,30%,0,1
Philip,,25,64%,3,2.4,2.8,6.2,7.7,384,55.10%,19.7,554,0.84,0.36,0.12,0.13,-167,-4,-150,24%,20%,0,8
Photic,,54,46.30%,3.8,3.2,2.4,5.8,8.4,414,63.60%,26.2,738,1.5,0.56,0.38,0.13,-112,-,-,-,-,-,-
Photon,,10,20%,2.4,2.5,2.3,3,8.6,421,51.70%,22.2,508,1.18,0.37,0.25,0.16,505,12,142,30%,0%,0,1
Phraser,,7,14.30%,1.2,1.6,3.1,2.3,7.6,344,52.20%,28.7,459,0.94,0.46,0.11,0.22,-158,1,-85,28.60%,0%,0,4
Phuc1,,29,37.90%,3.3,3.4,3.4,7.7,6.3,369,76%,19.5,547,1.36,0.36,0.32,0.36,188,2,20,37.90%,3.40%,0,2
PiOk,,14,42.90%,4.6,5.4,2.4,5.9,9.1,437,73.40%,27.3,711,0.86,0.38,0.21,0.14,104,7,171,14.30%,0%,0,2
Piero,,46,63%,3.7,1,3,10.4,1.1,256,67.60%,7.4,194,3.75,2.01,0.47,0.44,171,-3,190,28.30%,17.40%,0,1
Piku,,4,50%,2.7,1,4.8,12,2.3,262,67.30%,8.9,235,2.51,1.22,0.27,0.47,173,22,-16,0%,50%,0,1
Pilot,,18,16.70%,3.9,3.3,1.8,3.8,9.4,422,68.20%,30.5,682,0.98,0.35,0.23,0.15,20,0,30,16.70%,0%,0,5
Pinki,,14,35.70%,5.1,4.6,2,5.6,8.1,423,73%,28.7,633,1.23,0.46,0.22,0.1,-354,-15,-243,28.60%,0%,0,1
Pipibaat,,36,58.30%,4,2,2.6,8.4,5.6,338,68.80%,12.4,345,1.19,0.29,0.26,0.2,-124,-7,-211,25%,16.70%,0,1
Piwek,,32,56.30%,4.4,7.4,3.2,6.5,9.6,488,70.40%,28.6,830,1.13,0.36,0.31,0.08,491,10,439,25%,3.10%,2,15
Pjames,,6,0%,2.3,2.3,2,2.3,9.1,398,52%,27,530,0.69,0.27,0.2,0.1,-1294,-6,-499,0%,0%,0,1
Pleata,,40,25%,2.3,0.4,2.9,6.4,1.4,231,71%,7.2,155,3.56,2.09,0.47,0.57,-190,-7,-193,25%,7.50%,0,1
PmK,,14,28.60%,2,2.1,2.8,3.5,7.1,350,51.20%,22.8,554,0.96,0.46,0.1,0.16,-802,-20,-573,7.10%,14.30%,0,11
Poby,,53,47.20%,3,3,2.4,4.1,9.8,432,54.90%,25.6,615,1.17,0.48,0.25,0.17,-318,-5,-118,17%,17%,0,11
Pollu,,41,19.50%,1.6,0.7,4.4,6.3,0.9,228,71.60%,6.6,144,3.44,1.89,0.41,0.57,-276,-12,-493,43.90%,7.30%,0,-
Pomo,,3,0%,1,1,2.7,1.7,8.8,381,30%,26.3,555,0.62,0.3,0.09,0.01,-704,-5,-374,0%,0%,0,-
Poome,,29,44.80%,2.9,0.9,3.6,9.6,1.4,251,68%,9.4,238,3.62,1.94,0.48,0.42,31,0,63,37.90%,13.80%,0,2
Porcupine,,14,14.30%,1.8,2.3,4.6,6.1,5.7,328,67.60%,15.6,396,0.99,0.24,0.24,0.17,-322,-1,-227,35.70%,14.30%,0,2
Potent,,24,66.70%,3,3.5,3.5,6.7,7.2,384,52.40%,20.3,562,0.89,0.35,0.14,0.1,269,5,20,4.20%,12.50%,0,21
Poweh,,14,42.90%,1.7,3.9,3.9,2.9,8.3,407,40.30%,24.9,597,0.86,0.29,0.14,0.12,124,-3,117,7.10%,21.40%,0,14
PowerOfEvil,,30,60%,4.7,4.4,2.2,5.9,9.6,469,65.70%,28.8,791,1.07,0.4,0.21,0.14,648,7,309,30%,3.30%,0,10
Ppgod,,34,41.20%,2.6,0.3,3.5,8.8,1.4,240,67.70%,7.2,171,3.52,1.95,0.46,0.52,-189,-,-,-,-,-,-
Praedyth,,14,21.40%,2.1,3.9,3.8,4.1,7.8,417,56.50%,25.4,641,0.97,0.39,0.13,0.15,21,-7,-229,14.30%,7.10%,0,8
Praevius,,1,0%,0.6,1,5,2,5.6,293,60%,19.5,385,0.71,0.08,0.29,0,-320,-2,111,100%,0%,0,-
Pretender,,14,71.40%,7.6,4.2,1.3,5.6,9.3,454,60.40%,26.6,768,1.18,0.43,0.31,0.14,454,-2,44,14.30%,0%,0,3
PrettyGRE,,18,27.80%,3.5,3.2,2.5,5.5,9.1,416,71.10%,28.6,699,1,0.35,0.21,0.11,-200,2,48,11.10%,11.10%,0,4
Prime,,57,57.90%,3.3,1,3.3,9.7,1,246,73.10%,6,158,3.63,1.84,0.48,0.52,106,0,-67,33.30%,8.80%,0,-
ProDelta,,31,71%,3.7,1,3.3,11,1.2,272,70.40%,7.8,223,3.71,1.72,0.52,0.45,111,-2,62,19.40%,16.10%,0,2
PsYcraw,,13,38.50%,1.9,1.8,5.2,8.2,1.2,264,61.30%,9.9,257,3.21,1.5,0.4,0.16,20,-6,113,23.10%,15.40%,0,-
Pshybyl,,28,53.60%,3.7,2.4,2.8,7.8,5.6,336,69.60%,15.6,393,1.21,0.23,0.32,0.19,-376,-10,-434,25%,7.10%,0,3
Psilakhs,,4,0%,1.3,0.8,3.5,3.8,5.2,301,68.80%,14.1,367,0.87,0.21,0.2,0.14,-316,-3,-87,0%,0%,0,-
Pullbae,,13,38.50%,2.5,2.5,3.1,5.2,8.9,405,68.30%,26.5,624,1.29,0.53,0.31,0.2,-627,-11,-548,15.40%,38.50%,0,-
Pun,,30,26.70%,2,2.5,3.7,5,7.4,368,58%,20.8,516,1.01,0.41,0.2,0.21,-171,-6,-123,13.30%,20%,0,13
Pun1sher,,34,52.90%,4.8,4.9,2.4,6.8,8.8,449,64.40%,26.3,719,1.1,0.38,0.2,0.18,54,-6,-22,20.60%,8.80%,0,10
Pungyeon,,52,48.10%,3.7,3.4,2.4,5.4,10,449,67%,26,659,1.2,0.4,0.31,0.18,107,6,43,13.50%,11.50%,0,9
Puppe,,2,50%,4.9,2.5,4,17,0.9,276,68.30%,8.3,221,3.83,1.87,0.49,0.59,425,-10,150,100%,0%,0,-
Pyosik,,48,45.80%,4.6,2,2.1,7.8,6,337,77.20%,13.3,325,1.71,0.51,0.4,0.37,-155,-7,-319,47.90%,8.30%,0,1
Pyrka,,34,76.50%,5.2,1.3,3,14.4,1.2,285,73.50%,8.3,247,3.22,1.62,0.35,0.34,315,-5,203,47.10%,5.90%,0,-
Qats,,26,80.80%,6.2,4.3,1.9,7.3,8.5,436,59.20%,25.8,716,1.2,0.47,0.2,0.2,165,-4,18,19.20%,7.70%,0,12
Qingtian,,35,37.10%,2.3,2,3,4.9,7.3,360,52.40%,16.3,360,0.99,0.31,0.22,0.13,-269,-,-,-,-,-,-
Qitong,,2,0%,2,0.5,2.5,4.5,0.9,226,85.70%,8.2,176,2.89,1.35,0.32,0.31,-348,-50,-1426,50%,50%,0,-
Qiuqiu,,5,20%,1.2,0.6,6.4,7.2,1.2,225,64.60%,6.2,129,3.21,1.9,0.4,0.54,-119,-,-,-,-,-,-
Quad,,29,62.10%,5.4,4.6,1.9,5.7,9.1,444,68.80%,31,772,1.26,0.49,0.26,0.18,251,1,160,13.80%,3.40%,0,8
Quantum,,19,52.60%,2.7,0.6,3.5,8.7,1,256,65.20%,8.5,227,3.47,1.91,0.41,0.41,140,-3,-237,31.60%,36.80%,0,-
Quest,,6,33.30%,2.4,4.2,4.8,7.5,6.7,381,65.20%,26.3,739,0.91,0.28,0.15,0.11,232,11,292,0%,16.70%,0,1
Quid,,22,45.50%,3,4,2.7,4.3,10,451,60%,30.5,820,1.21,0.41,0.28,0.16,-377,-3,-146,18.20%,0%,0,9
Quintero,,35,60%,2.8,1.1,3.8,9.5,1.2,253,59.50%,6.5,156,3.59,1.82,0.45,0.37,-34,1,-125,25.70%,11.40%,0,2
Qwacker,,35,51.40%,2.9,2.9,3.1,6.1,7.5,380,53.50%,21.3,532,0.73,0.27,0.12,0.07,-102,-4,-260,20%,5.70%,0,12
R4VEN,,25,44%,2.9,2,2.4,4.8,7.6,367,53%,17.8,420,0.92,0.32,0.16,0.16,-96,-1,-109,8%,0%,0,3
RAV3N,,23,43.50%,3.9,4.4,2.4,5.2,8.8,417,67%,26.2,595,1.16,0.48,0.25,0.15,66,-7,-335,21.70%,4.30%,0,1
ROCKBOOM,,4,50%,2.6,3.3,3.3,5.3,8.9,402,65.50%,22.8,617,0.89,0.33,0.21,0.05,48,6,238,25%,0%,0,-
RYue,,23,21.70%,1.7,1.9,4,4.9,6.7,331,60.60%,20,503,0.94,0.35,0.17,0.17,-535,-11,-398,8.70%,4.30%,0,3
Rabbit,,8,12.50%,2.1,2.1,4.6,7.6,6,339,67.90%,20.4,475,1.19,0.27,0.24,0.21,-136,-1,31,50%,0%,0,2
Rabble,,36,52.80%,4.1,2.7,2.5,7.6,6.6,359,70.30%,20.9,534,1.21,0.2,0.32,0.14,284,9,365,38.90%,11.10%,0,4
Rabelo,,13,38.50%,4.9,5.3,2.3,6,8.7,432,72.10%,26.1,698,1.17,0.44,0.27,0.16,636,5,140,46.20%,0%,0,2
Racerr,,32,37.50%,1.7,1.9,3.5,3.9,8,375,47.20%,19.2,515,0.95,0.41,0.13,0.22,74,2,53,15.60%,18.80%,0,6
Raedz,,14,21.40%,1.5,2,4,3.9,6.6,328,49.70%,17.3,405,1.05,0.42,0.15,0.11,-1002,-12,-661,7.10%,0%,0,4
Raes,,24,58.30%,5,6.6,2.6,6.6,9.1,482,67.50%,27.3,827,1.21,0.43,0.27,0.15,616,6,39,25%,12.50%,0,13
RafBin,,24,66.70%,7,5.3,1.6,5.8,9.4,473,58.20%,24.3,740,0.84,0.33,0.15,0.04,146,3,151,16.70%,0%,0,7
Ragner,,18,22.20%,2.8,1.3,2.2,4.9,8.4,379,49.60%,18.3,454,0.99,0.45,0.14,0.14,82,-1,-13,16.70%,5.60%,0,2
Rahel,,19,57.90%,4.6,4.1,1.9,4.7,10.4,461,63.40%,26.9,627,1.18,0.4,0.37,0.16,-137,0,-41,31.60%,0%,0,4
Raina,,12,33.30%,2.7,0.3,3.3,8.3,1.2,237,65.20%,6.4,159,3.16,1.46,0.52,0.44,53,1,209,16.70%,0%,0,-
Raining,,26,46.20%,4.7,4,2.5,7.8,9,436,65.60%,28.2,800,0.95,0.39,0.18,0.08,-215,-6,-245,23.10%,15.40%,0,1
Raisen,,5,0%,1.9,2.8,3,3,8.2,375,70.30%,34.2,639,1.07,0.35,0.37,0.04,-140,1,101,0%,20%,0,-
Raito,,26,80.80%,3.1,0.8,3.9,11.4,0.9,259,64.60%,6.5,182,3.25,1.65,0.37,0.44,-61,-9,-281,30.80%,15.40%,0,1
Raluxu,,14,28.60%,2.4,2.9,4.3,7.4,5.8,341,71.50%,17.5,432,1.18,0.24,0.26,0.2,-583,-6,-488,21.40%,7.10%,0,6
Rames,,29,55.20%,3.5,2.3,3.3,9.4,5.9,348,66.60%,16.3,460,1.11,0.25,0.22,0.19,-94,6,166,27.60%,13.80%,0,2
Random,,33,60.60%,3.8,5.1,2.6,5,9.2,441,69.80%,30.9,812,1.03,0.4,0.21,0.05,8,6,30,15.20%,21.20%,0,6
RapMonsters,,14,35.70%,2.7,3.3,3.3,5.4,7.9,390,68.40%,25.7,629,0.79,0.29,0.15,0.03,-47,-3,-118,28.60%,28.60%,0,6
Raptor,,45,40%,3.1,2.4,2.8,6.2,6.2,346,74.30%,18.9,454,1.57,0.36,0.43,0.29,-111,0,-36,20%,13.30%,0,2
Rascal,,21,9.50%,1.4,1.7,3.4,2.9,8,364,57.10%,18.9,407,1.1,0.39,0.23,0.21,-152,-9,-172,23.80%,14.30%,0,4
Raxxo,,18,38.90%,2.5,0.8,4.1,9.5,1,240,69.70%,7.2,196,3.02,1.35,0.35,0.25,-72,-2,-69,33.30%,16.70%,0,-
RayFarky,,42,64.30%,2.9,3.1,3.2,6.1,7.5,376,49.20%,17.8,518,0.89,0.28,0.17,0.14,-160,-4,-87,11.90%,7.10%,0,11
Rayito,,21,90.50%,11.8,5.4,1.1,7.6,8.5,470,71.60%,28.4,796,1.32,0.53,0.27,0.17,-69,-18,-442,9.50%,4.80%,1,2
Razork,,32,59.40%,4.7,2.3,2.3,8.8,6.5,356,73.50%,17.8,481,1.68,0.34,0.48,0.19,0,5,315,28.10%,6.30%,0,3
RealR,,10,50%,2.6,0.9,3.2,7.3,5.3,309,60.30%,14.5,332,0.96,0.21,0.21,0.15,-921,-30,-874,10%,0%,0,1
RedBert,,34,47.10%,2.5,0.8,4.1,9.6,1.1,239,73%,7,183,3.31,1.91,0.31,0.49,-88,1,-35,14.70%,14.70%,0,-
Redfernal,,23,56.50%,3.6,1,3.6,11.9,1.2,260,75.80%,9.6,228,3.21,1.52,0.43,0.3,154,1,335,47.80%,21.70%,0,2
Reeker,,46,80.40%,5.2,4.7,2.3,7.4,8.9,453,63.20%,27.8,853,1.18,0.37,0.28,0.18,382,6,278,21.70%,10.90%,0,7
Rekkles,,53,47.20%,7.8,1.2,1.2,8.5,1.4,265,79.90%,10.1,255,3.37,1.78,0.46,0.4,328,0,840,30.20%,1.90%,0,4
Relative,,18,33.30%,2.7,4,3.4,5.1,9.1,432,67.90%,26,611,0.9,0.4,0.18,0.13,-474,0,-166,11.10%,0%,0,1
Relhia,,2,0%,0.5,0.5,5.5,2,6.7,320,27.90%,18.4,436,0.68,0.3,0.08,0.13,-2214,-38,-1650,0%,50%,0,1
Rem21,,18,11.10%,1.2,1.8,4.6,3.7,7.1,335,47.20%,21.9,528,0.76,0.36,0.11,0.06,-536,-14,-532,5.60%,22.20%,0,4
Reshiram1,,1,0%,0.5,0,6,3,4.9,274,75%,12.9,304,0.6,0.08,0.16,0.04,-1124,-11,-843,0%,0%,0,-
Rest,,9,66.70%,3.1,2.1,2.1,4.3,7.9,377,45.70%,17.2,474,1.07,0.42,0.18,0.15,-109,-5,51,22.20%,0%,0,2
Reufury,,10,0%,1.3,3.7,5.6,3.5,5.4,344,69.60%,20.5,486,1.16,0.25,0.24,0.17,-522,-18,-943,30%,10%,0,3
Revengg,,2,0%,0.9,2,5.5,3,5.6,311,61.40%,12,239,1.29,0.42,0.25,0.29,-243,-16,-538,0%,50%,0,1
Reversed,,13,38.50%,3,2.2,2.5,5.5,7.1,355,52.80%,23.4,507,1.01,0.46,0.14,0.21,-537,-6,-83,15.40%,0%,0,3
Rexat,,2,50%,5,0,1.5,7.5,1,235,85.80%,7,124,3.26,1.45,0.38,0.31,134,-2,-92,0%,50%,0,-
Rhilech,,52,61.50%,3.8,2.4,3.1,9.3,6.2,353,74.60%,17.7,473,1.54,0.4,0.33,0.26,105,2,157,36.50%,15.40%,0,9
Rhuckz,,33,60.60%,3.9,0.9,2.8,10,1.1,246,74.70%,6.6,172,3.25,1.68,0.36,0.4,104,3,159,27.30%,9.10%,0,-
Rhythm,,1,100%,-,6,0,6,9.7,493,66.70%,20.4,572,0.97,0.36,0.29,0.07,853,5,-652,0%,0%,0,-
Ribu,,14,35.70%,2.9,2.1,2.5,5.1,9,405,55.60%,25.6,642,0.88,0.37,0.19,0.07,-268,1,53,21.40%,0%,0,7
Richard I,,29,27.60%,2.5,3.2,3.2,4.7,8.9,409,65.40%,26.5,648,1.23,0.45,0.3,0.22,-470,-11,-72,13.80%,10.30%,0,13
Rigel,,3,33.30%,2,1,3.3,5.7,7.8,353,42.40%,22.7,518,0.99,0.41,0.09,0.21,-272,16,609,0%,0%,0,-
Rin,,38,57.90%,4.5,6,2.5,5.3,10,483,73.30%,32.3,788,1.34,0.47,0.36,0.12,85,4,70,34.20%,7.90%,1,5
Rineko,,14,21.40%,1.2,1.8,4.8,4,6.8,351,37.30%,21.7,551,0.78,0.3,0.08,0.11,-134,-2,77,21.40%,28.60%,0,4
Rispy,,6,0%,1.3,0.3,4.5,5.3,0.9,214,55.40%,7.6,130,2.78,1.52,0.28,0.46,-450,-8,-150,0%,0%,0,-
River,,22,45.50%,2.7,2.5,3.3,6.3,6.3,359,72.60%,20.5,549,1.68,0.51,0.34,0.27,102,-4,-117,31.80%,27.30%,0,-
Roamer,,28,42.90%,3.2,5,3.7,6.8,8.8,429,66.20%,27.7,798,1.4,0.46,0.33,0.17,241,8,121,21.40%,10.70%,0,16
Robba,,36,58.30%,2.7,3.4,3.1,5.1,7.7,394,53.10%,23.9,651,0.83,0.38,0.12,0.14,91,-1,62,16.70%,13.90%,0,24
Robenong,,2,0%,0.1,0.5,5.5,0,7.9,329,8.30%,20.1,295,0.75,0.34,0.15,0.04,-1203,-16,-450,0%,50%,0,-
Robko,,14,21.40%,2.2,0.4,4.3,9.2,1.5,240,68.90%,7.5,178,2.8,1.35,0.38,0.34,62,10,201,50%,7.10%,0,1
Robo,,34,47.10%,2,2.8,4.2,5.6,8.4,407,60.50%,21.9,583,1.1,0.33,0.25,0.12,61,4,-14,11.80%,35.30%,0,14
Roison,,10,60%,6.8,5.5,2.1,8.7,8.2,443,64.20%,24.8,752,0.65,0.29,0.14,0.04,-343,-9,-262,30%,20%,0,1
Romeo,,31,58.10%,2.4,0.7,4.3,9.4,1.1,242,63.30%,5.6,151,3.32,1.82,0.38,0.41,-323,-12,-436,25.80%,12.90%,0,-
RonOP,,16,37.50%,2.2,0.6,4,8.2,1.1,238,74.50%,6.3,148,3.34,1.84,0.5,0.42,-351,-9,-462,43.80%,12.50%,0,-
RooKie,,54,46.30%,3.7,3.7,2.5,5.4,9.3,436,67.90%,29,797,1.37,0.5,0.32,0.21,134,-,-,-,-,-,-
Rooster,,51,49%,2.8,2.3,2.5,4.8,7.9,370,54.40%,19.1,488,0.88,0.34,0.15,0.14,3,0,13,19.60%,5.90%,0,12
Rosa,,12,8.30%,1.4,1.4,3.3,3.1,7.6,348,57.30%,23.3,455,0.83,0.41,0.18,0.08,-1433,-30,-688,25%,25%,0,2
Route,,34,47.10%,4.9,5.2,2.2,5.6,8.9,436,75.70%,28.3,768,1.45,0.49,0.38,0.2,-164,-8,-181,11.80%,5.90%,0,3
Rovex,,35,51.40%,3,0.9,3.7,9.9,1.4,254,67.90%,7,175,3.17,1.64,0.35,0.35,-146,-2,-20,14.30%,20%,0,-
RoyalKanin,,10,40%,4.5,5.9,2.4,4.9,9.6,467,61.40%,29.1,858,1.17,0.38,0.26,0.1,247,8,131,10%,0%,0,3
Ruep,,47,53.20%,3.6,4.1,2.8,6.2,9.4,439,65.80%,24.6,646,1.12,0.38,0.29,0.13,148,2,99,36.20%,12.80%,0,7
Ruf,,14,7.10%,1,1.9,4.4,2.5,8.1,365,57.20%,27.7,590,1.06,0.42,0.21,0.05,-1392,-26,-1105,28.60%,14.30%,0,-
Ruler,,38,63.20%,5.9,4.1,1.6,5.6,10.1,456,60.90%,25.8,685,1.39,0.44,0.41,0.16,383,-,-,-,-,-,-
RustySniper,,21,38.10%,3.2,6.7,4.1,6.5,8.3,451,75.90%,30.4,823,0.98,0.27,0.3,0.06,341,5,104,38.10%,0%,1,5
Rxiaer,,9,44.40%,1.6,2.6,4.1,4.2,7.8,372,47.60%,26.5,563,1.15,0.47,0.17,0.11,-553,-13,-430,0%,11.10%,0,4
Ryuzaki,,18,38.90%,3.4,2.1,2.9,7.9,5.5,327,79.60%,13.9,349,1.3,0.36,0.26,0.3,56,-4,-249,38.90%,16.70%,0,1
SHREDDER,,13,46.20%,2.1,0.3,4.8,10.1,1,235,74.80%,6.2,150,3.26,1.65,0.37,0.45,-94,-8,-55,53.80%,7.70%,0,-
SLT,,18,22.20%,0.9,1.7,5.1,3.1,7.5,349,38.30%,19.4,442,1.01,0.29,0.22,0.11,-614,-10,-322,5.60%,27.80%,0,6
SMILEY,,31,71%,5.3,5.8,2.2,6,9.4,488,69.80%,26.7,767,1.15,0.35,0.33,0.07,724,13,322,16.10%,9.70%,0,11
SORROW,,2,0%,1.8,2.5,4,4.5,9.2,382,60.60%,25.2,532,1.33,0.4,0.51,0.13,234,-3,18,50%,0%,0,-
ST3PZ,,13,30.80%,5.7,4.3,1.6,4.8,9.4,424,60.50%,24.1,565,1.11,0.41,0.24,0.17,160,3,185,15.40%,0%,0,3
Sacre,,38,57.90%,4.5,3.7,2.1,5.8,7.9,397,58.10%,23.1,636,1.01,0.39,0.16,0.1,82,2,228,15.80%,7.90%,0,13
Saethra,,2,0%,1.5,1,4,5,6.3,315,44.30%,14.7,343,0.83,0.32,0.18,0.04,-520,-10,-144,0%,0%,0,1
Saint,,50,70%,4.9,5,2.3,6.2,9.8,472,69.50%,31.1,850,1.3,0.33,0.37,0.15,342,4,384,30%,14%,0,25
Sajator,,46,54.30%,4.5,5.3,2.5,6.1,8.7,449,66.90%,29.1,788,1.13,0.42,0.24,0.18,298,9,235,17.40%,8.70%,0,29
Salami,,1,100%,5.3,7,4,14,9.9,517,72.40%,22.6,867,1.3,0.24,0.5,0.06,807,4,-225,100%,0%,0,-
Samikin,,35,51.40%,4.2,4.5,2.7,7,8.3,416,72.20%,27.8,700,1.06,0.41,0.2,0.11,-144,-9,-176,14.30%,17.10%,0,15
Samkz,,3,66.70%,5.5,3,2,8,6.3,353,75.70%,14.6,335,1.56,0.4,0.36,0.49,-390,-4,-581,33.30%,0%,0,-
Samver,,12,16.70%,2.8,2.8,2.6,4.5,9.2,397,55.90%,23.2,551,1.16,0.42,0.31,0.14,-250,-10,-92,8.30%,0%,0,-
San1,,20,45%,3.3,4.8,3.2,5.6,8.5,429,60.60%,23.5,663,1.09,0.44,0.22,0.12,291,0,260,25%,10%,0,1
Sangrod,,28,78.60%,2.3,4.1,3.8,4.6,8.2,433,45.30%,22.3,622,1.04,0.33,0.16,0.1,352,9,-36,35.70%,17.90%,0,26
Sant,,17,35.30%,3.4,3.8,2.7,5.4,8.3,408,67.50%,25.2,587,1.15,0.48,0.25,0.15,-113,-9,-327,17.60%,11.80%,0,2
Santa,,14,0%,1.7,1.5,4.1,5.4,5.3,314,73.80%,17,330,0.96,0.16,0.25,0.14,-563,-9,-531,28.60%,7.10%,0,-
Sapphire,,13,23.10%,1.8,1.9,5.2,7.6,4.9,299,67.80%,13.2,359,1.21,0.27,0.27,0.22,-432,-11,-468,38.50%,15.40%,0,1
Savero,,20,40%,3,3.2,3.9,8.5,5.5,336,69.50%,16.1,443,1.14,0.17,0.33,0.16,-146,-4,-235,30%,15%,0,6
Saviour,,4,25%,1.1,0.3,6,6.3,1,218,52.80%,7.8,208,2.69,1.25,0.37,0.16,-341,-4,-382,0%,50%,0,-
Sawyor,,13,38.50%,2.8,2.3,3.8,8.3,5.6,333,71.80%,14.3,364,1.29,0.32,0.32,0.26,-18,3,133,38.50%,7.70%,0,3
Sayn,,13,38.50%,3.3,4.1,3.2,6.2,9.1,435,68.40%,28.1,699,0.99,0.43,0.15,0.16,-147,-4,97,15.40%,7.70%,0,3
Scarface,,46,52.20%,2.6,2.8,3.2,5.3,7.6,390,48.50%,19.1,533,0.9,0.33,0.14,0.13,327,5,48,15.20%,0%,0,18
Scarlet,,34,76.50%,6.4,6.7,2.3,7.7,9.3,501,67.10%,32.7,971,0.89,0.34,0.19,0.07,972,15,704,26.50%,5.90%,0,24
ScaryJerry,,21,85.70%,8.2,5.7,1.6,7.2,8.4,459,67%,24.5,777,1.32,0.47,0.33,0.17,398,-1,64,47.60%,9.50%,0,5
Scaryride,,13,7.70%,2.5,0.5,3.3,7.7,0.9,226,71.60%,7.9,168,2.9,1.56,0.29,0.27,-367,-13,-187,38.50%,7.70%,0,-
Scofield,,8,0%,1.3,2.3,5,4.4,5.4,317,89.60%,24.5,489,1.07,0.29,0.2,0.27,-518,-14,-522,12.50%,12.50%,0,-
Scorth,,29,51.70%,6.3,4.1,1.6,5.9,9.5,435,72.60%,24.8,630,1,0.3,0.25,0.11,-105,-2,-9,34.50%,6.90%,0,2
Scout,,44,54.50%,3.8,3.6,2.2,4.9,9.4,440,67.10%,25.6,627,1.21,0.36,0.3,0.12,15,-,-,-,-,-,-
SeMike,,20,50%,3.3,4,3.1,6,8.7,425,61.90%,25,636,1.11,0.36,0.2,0.07,-222,-3,14,15%,10%,0,6
SeTab,,41,34.10%,2.4,3.3,3.2,4.4,9.5,439,63.20%,29.2,759,1.29,0.46,0.33,0.18,275,6,-7,22%,7.30%,0,10
Seal,,36,58.30%,3.6,1.1,3,9.6,1.3,264,68.90%,6.4,169,4.05,2.04,0.54,0.51,114,-1,-53,19.40%,11.10%,0,-
Seaz,,25,44%,3.2,0.6,2.9,8.8,1.1,241,66.50%,7.1,170,3.21,1.68,0.37,0.45,-50,-2,-47,40%,12%,0,1
Sebekx,,25,56%,5.1,4.3,2,6,9,428,64.20%,26.7,712,1.01,0.38,0.19,0.08,202,8,283,24%,8%,0,6
Seconds,,2,50%,0.8,2,7.5,4,6.7,352,34.30%,11.4,288,0.9,0.24,0.13,0.03,-926,-26,-746,0%,50%,0,-
Secret1,,14,50%,5.3,4.8,2.1,6.3,9,429,78.10%,28.6,730,1.05,0.34,0.27,0.12,318,11,425,21.40%,7.10%,0,3
Seelame,,24,66.70%,4.4,5,2.8,7.3,8.3,435,62.50%,25.2,690,1.16,0.52,0.25,0.16,-287,-6,-257,29.20%,4.20%,1,2
Seize,,18,11.10%,2.6,2,3.2,6.1,5.8,323,78.10%,20.3,427,1.56,0.49,0.32,0.27,106,-2,-72,44.40%,0%,0,1
Seki,,11,36.40%,2.7,2.2,4.5,9.7,4.6,301,72.60%,15.2,391,0.94,0.25,0.17,0.2,-708,-14,-701,36.40%,18.20%,0,-
Selenex,,26,57.70%,2.9,2,2.3,4.7,8.1,397,44.80%,21,522,1.13,0.5,0.13,0.21,-97,1,-183,11.50%,3.80%,0,6
Selfflag,,5,0%,0.9,2,4.8,2.4,5.2,306,73.10%,15.3,272,1.01,0.25,0.24,0.28,-1008,-18,-869,20%,40%,0,2
Selfmade,,24,58.30%,5,3.6,2.7,9.7,6.2,368,72.60%,18.1,498,1.36,0.35,0.26,0.27,428,5,223,45.80%,0%,0,1
Semide,,7,42.90%,3.1,2.1,2.6,5.7,6.9,346,50.40%,20.2,477,0.68,0.3,0.11,0.01,-608,4,-216,28.60%,14.30%,0,3
Sencux,,18,44.40%,4.5,4.6,2.2,5.3,8.8,429,70.20%,26.7,700,1.1,0.43,0.22,0.13,54,7,249,22.20%,0%,0,2
Sensy,,26,57.70%,5.3,4.4,2.6,9.6,5.6,366,73.80%,18.3,487,1.33,0.35,0.27,0.3,200,-2,-126,34.60%,3.80%,0,4
Sentio,,14,35.70%,2.5,3.3,3,4.1,8.4,395,54.40%,23.7,555,0.69,0.28,0.19,0.01,-571,-9,-360,7.10%,0%,0,-
Septico1,,23,60.90%,2.6,3.4,2.8,3.8,8.8,436,54.10%,28.7,689,0.85,0.27,0.2,0.08,697,16,489,17.40%,13%,0,22
Serin,,46,52.20%,4.7,6.4,2.5,5.5,9.4,475,70.80%,30.9,866,1.11,0.42,0.22,0.14,410,3,176,21.70%,10.90%,0,27
Seriousblak,,11,27.30%,1.7,2.9,5,5.5,5.4,327,66.80%,21.9,491,1.19,0.27,0.26,0.22,-334,-6,-394,54.50%,0%,0,-
Sertuss,,43,69.80%,5.4,4.5,2,6.3,9,444,65.30%,27.3,717,1.24,0.51,0.23,0.17,97,-2,-6,30.20%,4.70%,0,11
Shakur,,14,35.70%,3.2,5.4,3.7,6.4,9,452,63.60%,26.1,721,0.76,0.34,0.15,0.05,-118,9,-65,21.40%,7.10%,0,3
